Items,Description,Real Price,% Discount,Discounted Price,Images
ZW COLLECTION 100% LINEN MIDI DRESS,"ZARA WOMAN COLLECTION

Midi dress made of 100% linen. Straight neckline and spaghetti straps that cross and tie in back. A-line silhouette. Hidden in-seam zip closure.",$ 89.90,-33%,$ 59.99,"['https://static.zara.net/assets/public/afc1/12f8/e68a4bba9305/e04158b541e3/04786051800-16-p/04786051800-16-p.jpg?ts=1714665007631&w=477', 'https://static.zara.net/assets/public/5f59/3da2/03ec4adc9eea/debee0af8fb5/04786051800-16-a1/04786051800-16-a1.jpg?ts=1714665002171&w=477', 'https://static.zara.net/assets/public/7102/0618/9a7e41feba91/0fdc8c1bf84d/11667310700-e1/11667310700-e1.jpg?ts=1712671377095&w=151', 'https://static.zara.net/assets/public/ace8/93c2/67b4446692fe/4220ddc689df/1638466168656/1638466168656.jpg?ts=1701714850327&w=151', 'https://static.zara.net/assets/public/9205/dec2/06f64d5685b2/1d203be3f188/20110674999-e1/20110674999-e1.jpg?ts=1709215869786&w=151', 'https://static.zara.net/assets/public/5998/7baa/ea294713ba78/0835ed846af6/01918800406-e1/01918800406-e1.jpg?ts=1709907069386&w=151', 'https://static.zara.net/assets/public/7afb/f8b1/957341b5806c/0022caa20855/04661341305-e1/04661341305-e1.jpg?ts=1708606160115&w=151', 'https://static.zara.net/assets/public/e3f5/0be8/ce1345f6a574/ac89cba47c81/02157024800-e1/02157024800-e1.jpg?ts=1706803518771&w=151']"
STRETCH MIDI DRESS,"Fitted stretch dress with V-neckline and thin, adjustable cross-back straps. Back slit. Side hidden in-seam zip closure.",$ 29.99,-33%,$ 19.99,"['https://static.zara.net/assets/public/2fe0/b29e/64544433b602/7c30987e0183/04661320800-p/04661320800-p.jpg?ts=1711557118365&w=477', 'https://static.zara.net/assets/public/95d0/2d5c/8e6740108f0d/fc1fd9c4de92/04661320800-a1/04661320800-a1.jpg?ts=1711557116708&w=477', 'https://static.zara.net/assets/public/b2d6/25e3/10a14ee5b767/a56f527e58ab/01355814800-e1/01355814800-e1.jpg?ts=1714136136164&w=151', 'https://static.zara.net/assets/public/f70d/daf4/a72c43c698ed/21fe6e79d71d/01355802800-e1/01355802800-e1.jpg?ts=1708531688540&w=151', 'https://static.zara.net/assets/public/560a/7d38/669641fa859c/e85427c1e125/01223916942-e1/01223916942-e1.jpg?ts=1716472143934&w=151', 'https://static.zara.net/assets/public/fe65/10ed/cdca449f90f4/65dc3bd5687e/1670244181378/1670244181378.jpg?ts=1701065353789&w=151', 'https://static.zara.net/assets/public/e37a/c6de/6a8344a083bc/c7035b2d2528/4000.jpg?ts=1691502195375&w=151', 'https://static.zara.net/assets/public/e3f5/0be8/ce1345f6a574/ac89cba47c81/02157024800-e1/02157024800-e1.jpg?ts=1706803518771&w=151']"
SHORT POLKA DOT DRESS,Dress with lapel collar and long sleeves. Front button closure.,$ 49.90,-27%,$ 35.99,"['https://static.zara.net/assets/public/b189/04be/42b94ce9b5c3/71199b148eb1/02663902401-p/02663902401-p.jpg?ts=1709053705395&w=477', 'https://static.zara.net/assets/public/226c/4033/87dd4bfbb62a/fed9b90059fb/02663902401-a1/02663902401-a1.jpg?ts=1709053695241&w=477', 'https://static.zara.net/assets/public/bfc9/c13f/93ae4bd29d27/8a981f2e1523/1647533495562/1647533495562.jpg?ts=1704305034057&w=151', 'https://static.zara.net/assets/public/7926/7013/6c9344348c47/2bb66c40eb2d/4000.jpg?ts=1691502728491&w=151', 'https://static.zara.net/assets/public/7792/113f/a5a24cebac30/048f6f938b4b/01228806942-e1/01228806942-e1.jpg?ts=1712135152856&w=151', 'https://static.zara.net/assets/public/c3b3/0591/3ddf4522bd3b/69cf0c7f8305/02829145330-e1/02829145330-e1.jpg?ts=1709725165764&w=151', 'https://static.zara.net/assets/public/7248/fd7e/c34f436e8767/76634e83dd94/02335636800-e1/02335636800-e1.jpg?ts=1706798749781&w=151', 'https://static.zara.net/assets/public/e3f5/0be8/ce1345f6a574/ac89cba47c81/02157024800-e1/02157024800-e1.jpg?ts=1706803518771&w=151']"
EMBROIDERED POPLIN MINI DRESS,Mini dress with straight neckline and adjustable spaghetti straps. Tonal embroidered detail and side ruching. Interior lining. Back hidden in-seam zip closure.,$ 49.90,-39%,$ 29.99,"['https://static.zara.net/assets/public/c38e/ad5c/2f974b91bc59/6b692fd3882a/00881322250-015-p/00881322250-015-p.jpg?ts=1714121066716&w=477', 'https://static.zara.net/assets/public/950a/2149/a69840ccae2a/3804fa31b53b/00881322250-015-a1/00881322250-015-a1.jpg?ts=1714121061222&w=477', 'https://static.zara.net/assets/public/ef44/dc1d/38e84cb7910d/ab7906fd469b/1660737729334/1660737729334.jpg?ts=1702988672008&w=151', 'https://static.zara.net/assets/public/34db/42d8/b55e48528afa/11b27301fb43/4000.jpg?ts=1692891220406&w=151', 'https://static.zara.net/assets/public/fa8c/3b62/26774a86a772/f3569695896f/02678800832-e1/02678800832-e1.jpg?ts=1707299709794&w=151', 'https://static.zara.net/assets/public/8c00/e0c9/9ead4c0e9e02/73e32acc8dff/02678801832-e1/02678801832-e1.jpg?ts=1707299712158&w=151', 'https://static.zara.net/assets/public/2a96/c396/27e2432f91c1/3a24e1cbe2f6/07200302250-e1/07200302250-e1.jpg?ts=1707900988716&w=151', 'https://static.zara.net/assets/public/c97c/d16d/55ff48eb9550/19bce0ec9b5a/07200304712-e1/07200304712-e1.jpg?ts=1711040459215&w=151']"
MIDI TOPCOAT DRESS,Lapel collar dress made of gabardine fabric. Tonal interior lining. Front metal zip closure.,$ 49.90,-39%,$ 29.99,"['https://static.zara.net/assets/public/9955/7845/0fa54956906d/27f5d92140a1/02491001250-p/02491001250-p.jpg?ts=1708502912728&w=477', 'https://static.zara.net/assets/public/91a0/5cf7/af8e4f759663/5ecc4e978f59/02491001250-e1/02491001250-e1.jpg?ts=1708429481720&w=477', 'https://static.zara.net/assets/public/bfc9/c13f/93ae4bd29d27/8a981f2e1523/1647533495562/1647533495562.jpg?ts=1704305034057&w=151', 'https://static.zara.net/assets/public/34db/42d8/b55e48528afa/11b27301fb43/4000.jpg?ts=1692891220406&w=151', 'https://static.zara.net/assets/public/e4c7/3d31/f1644943a2a3/f1b2cb4f5690/01758816800-e1/01758816800-e1.jpg?ts=1709736490622&w=151', 'https://static.zara.net/assets/public/320e/08f0/799c45639c2b/4e9e844e3582/01758817800-e1/01758817800-e1.jpg?ts=1709736492184&w=151', 'https://static.zara.net/assets/public/4103/a9c6/5a94492da048/5f683df57476/02743005043-e1/02743005043-e1.jpg?ts=1710867944592&w=151', 'https://static.zara.net/assets/public/43d4/dbe9/db2c41908cac/34da51fcdd35/02214777800-e1/02214777800-e1.jpg?ts=1704711626508&w=151']"
FRAYED JACQUARD DRESS ZW COLLECTION,"ZARA WOMAN COLLECTION

Midi dress made of 42% lyocell. Straight neckline and spaghetti straps. Frayed jacquard detail. Balloon hem.",$ 139.00,-35%,$ 89.99,"['https://static.zara.net/assets/public/13a0/2f43/f670411d99e7/720f1698aee8/02919196250-p/02919196250-p.jpg?ts=1713783034245&w=477', 'https://static.zara.net/assets/public/7906/917d/a0334221b89d/9450b390b3c9/02919196250-a1/02919196250-a1.jpg?ts=1713783019312&w=477', 'https://static.zara.net/assets/public/7102/0618/9a7e41feba91/0fdc8c1bf84d/11667310700-e1/11667310700-e1.jpg?ts=1712671377095&w=151', 'https://static.zara.net/assets/public/bfc9/c13f/93ae4bd29d27/8a981f2e1523/1647533495562/1647533495562.jpg?ts=1704305034057&w=151', 'https://static.zara.net/assets/public/3146/4201/188844e0915f/1956c11a0f3a/4000.jpg?ts=1692891229409&w=151', 'https://static.zara.net/assets/public/48b1/5898/542d4ace9ac6/6a3d289a1fda/02488853621-e1/02488853621-e1.jpg?ts=1707240807629&w=151', 'https://static.zara.net/assets/public/91a0/5cf7/af8e4f759663/5ecc4e978f59/02491001250-e1/02491001250-e1.jpg?ts=1708429481720&w=151', 'https://static.zara.net/assets/public/65e7/6d50/7c1747e382dc/3469b8236e8e/04786051800-e1/04786051800-e1.jpg?ts=1710507321102&w=151']"
SHORT FITTED DRESS,Fitted mini dress with straight neck and adjustable spaghetti straps.,$ 25.90,-49%,$ 12.99,"['https://static.zara.net/assets/public/86c3/de6f/29b847889c22/add0dac33b05/04424304630-p/04424304630-p.jpg?ts=1709743366830&w=477', 'https://static.zara.net/assets/public/c9ff/938c/90624ad8be06/53a5666f6483/04424304630-a1/04424304630-a1.jpg?ts=1709743371558&w=477', 'https://static.zara.net/assets/public/6aa4/44de/5a2146e49612/a362029d0e55/05320715809-e1/05320715809-e1.jpg?ts=1707238497815&w=151', 'https://static.zara.net/assets/public/b4b1/8051/17ff4dbe8398/167c45a33a7d/13303310800-e1/13303310800-e1.jpg?ts=1706713136758&w=151', 'https://static.zara.net/assets/public/fe65/10ed/cdca449f90f4/65dc3bd5687e/1670244181378/1670244181378.jpg?ts=1701065353789&w=151', 'https://static.zara.net/assets/public/9205/dec2/06f64d5685b2/1d203be3f188/20110674999-e1/20110674999-e1.jpg?ts=1709215869786&w=151', 'https://static.zara.net/assets/public/503d/3b54/8ad04944ba67/de9a0c0521f4/01758812942-10-e1/01758812942-10-e1.jpg?ts=1710757458110&w=151', 'https://static.zara.net/assets/public/c4b9/7d57/3adf44a3bb28/825b95660887/04424304600-e1/04424304600-e1.jpg?ts=1709653755323&w=151']"
LINEN BLEND MIDI SHIRTDRESS,"Linen blend dress. Collar, V-neck, and turned-up long sleeves with buttoned tabs. Front patch pockets. Self belt. Front button closure.",$ 69.90,-28%,$ 49.99,"['https://static.zara.net/assets/public/7355/a50a/1db54132b90b/d9e4036681f1/03505526044-p/03505526044-p.jpg?ts=1715271636264&w=477', 'https://static.zara.net/assets/public/3a24/c160/07e047079e4e/68a2b7038f80/03505526044-a1/03505526044-a1.jpg?ts=1715271635774&w=477', 'https://static.zara.net/assets/public/ace8/93c2/67b4446692fe/4220ddc689df/1638466168656/1638466168656.jpg?ts=1701714850327&w=151', 'https://static.zara.net/assets/public/3146/4201/188844e0915f/1956c11a0f3a/4000.jpg?ts=1692891229409&w=151', 'https://static.zara.net/assets/public/e4c7/3d31/f1644943a2a3/f1b2cb4f5690/01758816800-e1/01758816800-e1.jpg?ts=1709736490622&w=151', 'https://static.zara.net/assets/public/320e/08f0/799c45639c2b/4e9e844e3582/01758817800-e1/01758817800-e1.jpg?ts=1709736492184&w=151', 'https://static.zara.net/assets/public/1480/a788/d64c47eabdf1/9d96c4082f57/04661305529-e1/04661305529-e1.jpg?ts=1708090649223&w=151', 'https://static.zara.net/assets/public/28c7/faa5/aa3142929945/80b7e6dfe4ad/04424304630-e1/04424304630-e1.jpg?ts=1709653747728&w=151']"
SLEEVELESS LINEN BLEND JUMPSUIT,Sleeveless jumpsuit with lapel collar. Front patch pockets with flaps. Elastic waist. Elastic cuffs. Front button closure.,$ 69.90,-28%,$ 49.99,"['https://static.zara.net/assets/public/088a/1d57/ebf0450bb349/6a07732f42e3/02157067507-p/02157067507-p.jpg?ts=1711034603388&w=477', 'https://static.zara.net/assets/public/b2fd/931d/ccb74224af5c/bec71b0af45a/02157067507-a1/02157067507-a1.jpg?ts=1711034609183&w=477', 'https://static.zara.net/assets/public/d7d5/1c49/f4384a3d9286/a5008c9c4fef/1681309783688/1681309783688.jpg?ts=1701729339524&w=151', 'https://static.zara.net/assets/public/39a0/17d9/7aa64149a314/af59d059c293/1679046747330/1679046747330.jpg?ts=1702177306882&w=151', 'https://static.zara.net/assets/public/e4c7/3d31/f1644943a2a3/f1b2cb4f5690/01758816800-e1/01758816800-e1.jpg?ts=1709736490622&w=151', 'https://static.zara.net/assets/public/320e/08f0/799c45639c2b/4e9e844e3582/01758817800-e1/01758817800-e1.jpg?ts=1709736492184&w=151', 'https://static.zara.net/assets/public/95f6/e5c5/b35f42b0a69a/bc7fa684bab0/03505526044-e1/03505526044-e1.jpg?ts=1719313975428&w=151', 'https://static.zara.net/assets/public/e3f5/0be8/ce1345f6a574/ac89cba47c81/02157024800-e1/02157024800-e1.jpg?ts=1706803518771&w=151']"
ZW COLLECTION SHOULDER PAD DRESS,"ZARA WOMAN COLLECTION

Long dress made of viscose blend fabric. Sleeveless with shoulder pads and high round neck. Slit at hem. Back hidden in-seam zip closure.",$ 89.90,-33%,$ 59.99,"['https://static.zara.net/assets/public/1623/8332/429045eab672/c6ea0671d758/02423475504-p/02423475504-p.jpg?ts=1706196103902&w=477', 'https://static.zara.net/assets/public/74b5/8801/fac04369a0bb/00f53ba63b03/02423475504-a1/02423475504-a1.jpg?ts=1706196111283&w=477', 'https://static.zara.net/assets/public/d7d5/1c49/f4384a3d9286/a5008c9c4fef/1681309783688/1681309783688.jpg?ts=1701729339524&w=151', 'https://static.zara.net/assets/public/d538/6c0f/fb504d28bb43/4be9863a2330/1685544907397/1685544907397.jpg?ts=1703141123867&w=151', 'https://static.zara.net/assets/public/6d09/b68b/75994ce0a0a3/13d40e94e9f7/01228817800-e1/01228817800-e1.jpg?ts=1710774138206&w=151', 'https://static.zara.net/assets/public/8e1d/5eac/4e75470cb169/0331a55d5616/01228818800-e1/01228818800-e1.jpg?ts=1710774136027&w=151', 'https://static.zara.net/assets/public/10a0/604b/556142498277/8952659695b0/02513750500-e1/02513750500-e1.jpg?ts=1706866527382&w=151', 'https://static.zara.net/assets/public/ec38/a830/59bd4033ae53/87f450fad9d5/02244188446-e1/02244188446-e1.jpg?ts=1706635594947&w=151']"
TEXTURED ASYMMETRIC DRESS,Fitted mini dress with asymmetrical neckline. Exposed shoulders and short sleeve. Textured fabric.,$ 39.90,-42%,$ 22.99,"['https://static.zara.net/assets/public/8b31/34fa/6bc34bc0babc/11634cf0a070/05039344661-p/05039344661-p.jpg?ts=1710343465300&w=477', 'https://static.zara.net/assets/public/745b/7449/f1854b49a868/1e0bcc767d4c/05039344661-a1/05039344661-a1.jpg?ts=1710343452808&w=477', 'https://static.zara.net/assets/public/cc98/b86b/98db4a1aa0f9/4a7b68040f2d/24770701431-e1/24770701431-e1.jpg?ts=1711454441303&w=151', 'https://static.zara.net/assets/public/7926/7013/6c9344348c47/2bb66c40eb2d/4000.jpg?ts=1691502728491&w=151', 'https://static.zara.net/assets/public/e4c7/3d31/f1644943a2a3/f1b2cb4f5690/01758816800-e1/01758816800-e1.jpg?ts=1709736490622&w=151', 'https://static.zara.net/assets/public/320e/08f0/799c45639c2b/4e9e844e3582/01758817800-e1/01758817800-e1.jpg?ts=1709736492184&w=151', 'https://static.zara.net/assets/public/1b52/cd57/07f14c7887c8/babb6a1a7853/00858024800-e1/00858024800-e1.jpg?ts=1706785903494&w=151', 'https://static.zara.net/assets/public/b68b/bce6/ac5043e9bcdc/b402c881719d/03067315613-e1/03067315613-e1.jpg?ts=1707900993958&w=151']"
SHORT PRINTED TULLE DRESS,Strapless mini dress with sweetheart neckline. Ruched fabric. Matching interior lining. Zip closure.,$ 49.90,-39%,$ 29.99,"['https://static.zara.net/assets/public/cbcb/253f/09a14526b2c3/411d764f3d2a/03239022112-p/03239022112-p.jpg?ts=1715073789381&w=477', 'https://static.zara.net/assets/public/5152/3074/7c6841d28b68/b003e748fa54/03239022112-a1/03239022112-a1.jpg?ts=1715073787355&w=477', 'https://static.zara.net/assets/public/9210/eec9/65b345dcbd74/140e3eb0ed67/01355814613-e1/01355814613-e1.jpg?ts=1714136134452&w=151', 'https://static.zara.net/assets/public/0eb6/921f/b04c4cabb7df/ef46264ea6b1/01355802942-e1/01355802942-e1.jpg?ts=1708531694864&w=151', 'https://static.zara.net/assets/public/b4cc/a077/f5354c4ea94a/07d68f83e211/01223916613-e1/01223916613-e1.jpg?ts=1712322188062&w=151', 'https://static.zara.net/assets/public/d7d5/1c49/f4384a3d9286/a5008c9c4fef/1681309783688/1681309783688.jpg?ts=1701729339524&w=151', 'https://static.zara.net/assets/public/e37a/c6de/6a8344a083bc/c7035b2d2528/4000.jpg?ts=1691502195375&w=151', 'https://static.zara.net/assets/public/15a6/6759/004f4f3183fa/61f08bd902d2/02693187116-e1/02693187116-e1.jpg?ts=1708604022888&w=151']"
WRINKLE EFFECT SHORT STRIPED JUMPSUIT,Short V-neck jumpsuit with adjustable spaghetti straps. Lace detail and small contrast bow. Elastic waistband with side opening. Front zip and button closure.,$ 49.90,-39%,$ 29.99,"['https://static.zara.net/assets/public/f478/d465/fcc84a34a16f/fcea9e0c9cc6/03152336400-p/03152336400-p.jpg?ts=1710507039591&w=477', 'https://static.zara.net/assets/public/d72e/e53a/10a740b39e6d/c9ca1bd01a5e/03152336400-a1/03152336400-a1.jpg?ts=1710507037967&w=477', 'https://static.zara.net/assets/public/fb38/dfd1/a5d8411b9fc6/dab70f31a216/11621310001-e1/11621310001-e1.jpg?ts=1707927547008&w=151', 'https://static.zara.net/assets/public/a076/63d7/529b45149f9b/c9ef91316693/1654256307396/1654256307396.jpg?ts=1704450591955&w=151', 'https://static.zara.net/assets/public/39a0/17d9/7aa64149a314/af59d059c293/1679046747330/1679046747330.jpg?ts=1702177306882&w=151', 'https://static.zara.net/assets/public/7792/113f/a5a24cebac30/048f6f938b4b/01228806942-e1/01228806942-e1.jpg?ts=1712135152856&w=151', 'https://static.zara.net/assets/public/ca7d/1f9b/46954e0e8d2b/0775bdc0d250/08779164044-e1/08779164044-e1.jpg?ts=1709300686295&w=151', 'https://static.zara.net/assets/public/fa65/2b5d/bb8e4928bf18/51dc5d850e01/03239022112-e1/03239022112-e1.jpg?ts=1715074060350&w=151']"
LITTLE BOW TEXTURED DRESS,V-neck mini dress with contrast spaghetti straps. Elastic trim and little bow appliqué. Tonal interior lining.,$ 49.90,-39%,$ 29.99,"['https://static.zara.net/assets/public/b11a/7e32/8f3749f09c13/8d93724001b8/07200304712-p/07200304712-p.jpg?ts=1711118917435&w=477', 'https://static.zara.net/assets/public/75b3/889b/b4e44f1eb297/9551cb28f43c/07200304712-a1/07200304712-a1.jpg?ts=1711118909321&w=477', 'https://static.zara.net/assets/public/d886/3986/a24e4551aaf1/046f8234785d/13334310800-e1/13334310800-e1.jpg?ts=1711536014895&w=151', 'https://static.zara.net/assets/public/fe65/10ed/cdca449f90f4/65dc3bd5687e/1670244181378/1670244181378.jpg?ts=1701065353789&w=151', 'https://static.zara.net/assets/public/3146/4201/188844e0915f/1956c11a0f3a/4000.jpg?ts=1692891229409&w=151', 'https://static.zara.net/assets/public/2f1e/f8cc/107f455ea776/13a0b35def63/01355823800-e1/01355823800-e1.jpg?ts=1708074182243&w=151', 'https://static.zara.net/assets/public/a810/1d70/fc8e45caa82e/0fbcc15d4d8b/07200304800-e1/07200304800-e1.jpg?ts=1711040463681&w=151', 'https://static.zara.net/assets/public/f4dd/281d/540c46589903/53691cbc3a37/03152336400-e1/03152336400-e1.jpg?ts=1710435125201&w=151']"
RIBBED MIDI DRESS,Sleeveless midi dress with round neck. Front button closure.,$ 39.90,-42%,$ 22.99,"['https://static.zara.net/assets/public/735b/41db/0a634e27a7cf/35d8eb50cb30/05039181514-p/05039181514-p.jpg?ts=1712066988423&w=477', 'https://static.zara.net/assets/public/dd8f/f9c0/6df0499d97cd/c92be15952b4/05039181514-a1/05039181514-a1.jpg?ts=1712066990420&w=477', 'https://static.zara.net/assets/public/fe65/10ed/cdca449f90f4/65dc3bd5687e/1670244181378/1670244181378.jpg?ts=1701065353789&w=151', 'https://static.zara.net/assets/public/e37a/c6de/6a8344a083bc/c7035b2d2528/4000.jpg?ts=1691502195375&w=151', 'https://static.zara.net/assets/public/e905/29a5/c23c49cfbb57/79e4cdcf0be2/01067826800-e1/01067826800-e1.jpg?ts=1706803501570&w=151', 'https://static.zara.net/assets/public/688b/8bf3/c7f5413ea6b0/808b3efef4f6/05039181250-e1/05039181250-e1.jpg?ts=1712135170725&w=151', 'https://static.zara.net/assets/public/eed3/4d9b/6fc74b30a1a1/20bb3253aee9/08779158800-e1/08779158800-e1.jpg?ts=1708505711554&w=151', 'https://static.zara.net/assets/public/e2a3/d8b7/25c54ce998d1/200ef9e4c19f/03905152730-e1/03905152730-e1.jpg?ts=1707148423273&w=151']"
DENIM TRF DRESS,Mini dress with round neck and long sleeves. Patch pockets with flaps at chest. Front hidden snap button closure.,$ 49.90,-39%,$ 29.99,"['https://static.zara.net/assets/public/6628/f93d/800148e0bd2b/7f8872af87b5/08197084400-p/08197084400-p.jpg?ts=1709724493233&w=477', 'https://static.zara.net/assets/public/4bd3/fc04/d83146088947/6052c957ff6e/08197084400-a1/08197084400-a1.jpg?ts=1709724487701&w=477', 'https://static.zara.net/assets/public/b4b1/8051/17ff4dbe8398/167c45a33a7d/13303310800-e1/13303310800-e1.jpg?ts=1706713136758&w=151', 'https://static.zara.net/assets/public/fe65/10ed/cdca449f90f4/65dc3bd5687e/1670244181378/1670244181378.jpg?ts=1701065353789&w=151', 'https://static.zara.net/assets/public/7926/7013/6c9344348c47/2bb66c40eb2d/4000.jpg?ts=1691502728491&w=151', 'https://static.zara.net/assets/public/e4c7/3d31/f1644943a2a3/f1b2cb4f5690/01758816800-e1/01758816800-e1.jpg?ts=1709736490622&w=151', 'https://static.zara.net/assets/public/320e/08f0/799c45639c2b/4e9e844e3582/01758817800-e1/01758817800-e1.jpg?ts=1709736492184&w=151', 'https://static.zara.net/assets/public/e977/e3a9/cdee448ca29e/9238cec642b0/06929008400-e1/06929008400-e1.jpg?ts=1708422559420&w=151']"
DELICATE OFF-THE-SHOULDER DRESS,Dress made of 100% cotton. Off-the-shoulder straight neckline with long sleeves.,$ 27.90,-35%,$ 17.99,"['https://static.zara.net/assets/public/7898/20d5/73f64e108441/192bb613b714/00858024800-p/00858024800-p.jpg?ts=1706871084326&w=477', 'https://static.zara.net/assets/public/b3bf/264c/0c79467ea2a4/d75e8a764248/00858024800-a1/00858024800-a1.jpg?ts=1706871086099&w=477', 'https://static.zara.net/assets/public/5a3a/4b8a/928a47f3a4fa/27f8a15b8139/24400478666-e1/24400478666-e1.jpg?ts=1711379552387&w=151', 'https://static.zara.net/assets/public/0be4/6adb/0b1e436a8c28/713d57ddcbfa/1679046850763/1679046850763.jpg?ts=1703643807487&w=151', 'https://static.zara.net/assets/public/9eba/d66a/456a4a88b1c1/bcc93585f0f2/05039302800-e1/05039302800-e1.jpg?ts=1706260157481&w=151', 'https://static.zara.net/assets/public/7248/fd7e/c34f436e8767/76634e83dd94/02335636800-e1/02335636800-e1.jpg?ts=1706798749781&w=151', 'https://static.zara.net/assets/public/8a25/2d9b/aee84a1f8416/665686784aa2/08197084400-e1/08197084400-e1.jpg?ts=1709654531430&w=151', 'https://static.zara.net/assets/public/43d4/dbe9/db2c41908cac/34da51fcdd35/02214777800-e1/02214777800-e1.jpg?ts=1704711626508&w=151']"
